"","Happiness.Score","Happiness.Score.predict"
"1",7.537000179,7.67809935504267
"2",7.521999836,7.67942803969376
"3",7.504000187,7.39536332881308
"4",7.493999958,7.12486846704196
"5",7.468999863,7.61050872806022
"6",7.376999855,7.52805553917003
"7",7.315999985,6.83273007709268
"8",7.31400013,7.48305708796097
"9",7.28399992,7.21751256855418
"10",7.28399992,7.43722460226704
"11",7.212999821,7.3578929996343
"12",7.078999996,6.52438266995568
"13",7.006000042,7.11574391161332
"14",6.993000031,7.10768390951357
"15",6.977000237,6.95392277686171
"16",6.951000214,6.92947323303256
"17",6.890999794,6.99547438487625
"18",6.862999916,6.96059808270888
"19",6.714000225,6.85524708284038
"20",6.65199995,6.76568729583268
"21",6.647999763,6.4032481806261
"22",6.635000229,6.69873006481776
"23",6.609000206,6.65968893511398
"24",6.598999977,6.53320626630124
"25",6.578000069,6.64646341321284
"26",6.572000027,7.01151659731375
"27",6.52699995,6.63644631249229
"28",6.453999996,6.4241040921051
"29",6.453999996,6.4972404984413
"30",6.452000141,6.49192850431337
"31",6.441999912,6.51220635274135
"32",6.423999786,6.50168524657423
"33",6.421999931,6.25536387906238
"34",6.402999878,6.45050700862278
"35",6.375,6.42785154499215
"36",6.356999874,6.4527840864118
"37",6.343999863,6.39869215270106
"38",6.168000221,6.18380250743193
"39",6.105000019,6.12331392774889
"40",6.09800005,6.17954395693318
"41",6.086999893,5.87146266782215
"42",6.084000111,6.15391577836607
"43",6.071000099,6.138857482297
"44",6.007999897,6.04792372663676
"45",6.002999783,6.01956667757687
"46",5.97300005,5.83138180293374
"47",5.971000195,6.01966246178881
"48",5.964000225,5.93348560521486
"49",5.962999821,5.99474337509728
"50",5.955999851,5.9281246178259
"51",5.920000076,6.20275211889744
"52",5.90199995,5.96251926935327
"53",5.872000217,5.91691541374079
"54",5.849999905,5.90807075916087
"55",5.837999821,5.90905682051056
"56",5.837999821,5.91472494036066
"57",5.824999809,5.77288044405894
"58",5.822999954,5.68598265598788
"59",5.822000027,5.88841466154241
"60",5.818999767,5.85255209928697
"61",5.809999943,5.84543268887858
"62",5.757999897,5.76626793757922
"63",5.715000153,5.72663859036329
"64",5.629000187,5.63834183027047
"65",5.620999813,5.657246792888
"66",5.611000061,5.71691957822009
"67",5.568999767,5.6362375937506
"68",5.525000095,5.51740407084324
"69",5.5,5.52902775985618
"70",5.493000031,5.35648573273994
"71",5.472000122,6.18461711386786
"72",5.429999828,5.38968098349181
"73",5.394999981,5.42610811142135
"74",5.335999966,5.33858611369932
"75",5.323999882,5.37466803513569
"76",5.31099987,5.29949826291265
"77",5.293000221,5.31417147184444
"78",5.278999805,5.36081643964259
"79",5.272999763,5.2216057244096
"80",5.269000053,5.33507281786714
"81",5.262000084,5.29455210962328
"82",5.25,5.19276225261816
"83",5.236999989,5.29286499931391
"84",5.235000134,5.18505904627111
"85",5.234000206,5.214395250076
"86",5.230000019,5.20140575668505
"87",5.227000237,5.28228701177328
"88",5.224999905,5.26706610437166
"89",5.195000172,5.16218197576717
"90",5.18200016,5.2893231105952
"91",5.181000233,5.35324638942286
"92",5.175000191,5.19487420248055
"93",5.151000023,5.08320762917723
"94",5.073999882,5.04303096137546
"95",5.073999882,5.02754928284982
"96",5.040999889,5.02515634956574
"97",5.011000156,5.02721895608677
"98",5.004000187,4.93118868543384
"99",4.961999893,4.96392310497199
"100",4.954999924,4.97358645578202
"101",4.828999996,4.90110347190492
"102",4.804999828,4.76322655884674
"103",4.775000095,4.7759639978583
"104",4.735000134,4.77558512110685
"105",4.714000225,4.71456267801335
"106",4.709000111,4.66482031586619
"107",4.695000172,4.61679494198765
"108",4.691999912,4.62884026971513
"109",4.644000053,4.58444459780601
"110",4.607999802,4.52198525003802
"111",4.573999882,4.45475234307305
"112",4.552999973,4.67618140432725
"113",4.550000191,4.46795503991694
"114",4.545000076,4.69564472741837
"115",4.534999847,4.50390165197586
"116",4.513999939,4.42943338190373
"117",4.497000217,4.97266912058827
"118",4.465000153,4.51805114835528
"119",4.460000038,4.4127246909642
"120",4.440000057,4.39477974008745
"121",4.375999928,4.3463819763498
"122",4.315000057,4.21097877146316
"123",4.291999817,4.31938001907978
"124",4.290999889,4.17019104629078
"125",4.285999775,4.61214333084124
"126",4.28000021,4.2719471885908
"127",4.190000057,4.40480328194785
"128",4.179999828,4.03626803015648
"129",4.168000221,4.05138694631527
"130",4.138999939,4.3520656963758
"131",4.119999886,4.01106541990436
"132",4.096000195,4.0979717007597
"133",4.080999851,4.00112882974862
"134",4.032000065,4.35591225126672
"135",4.027999878,3.96419204322073
"136",3.970000029,4.00708856899383
"137",3.936000109,3.87892691640745
"138",3.875,3.79392702153363
"139",3.808000088,3.69009769009891
"140",3.795000076,3.86934370116735
"141",3.79399991,3.73807650928516
"142",3.766000032,4.72535308936789
"143",3.657000065,3.50388230916331
"144",3.644000053,3.59024272839328
"145",3.602999926,3.59359237524563
"146",3.592999935,3.49315652887988
"147",3.59100008,3.58944146421093
"148",3.532999992,3.42769813092374
"149",3.506999969,3.93322969476894
"150",3.494999886,3.33421833109322
"151",3.470999956,3.52503786587584
"152",3.461999893,3.41769314075502
"153",3.348999977,3.38106962529793
"154",2.904999971,3.34140729736489
"155",2.693000078,2.47428639250079
